book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1039,5899779,5899779,6072122,92,1594743347,9781594743340.0,"Seth Grahame-Smith, Jane Austen",2009.0,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",eng,3.28,103995,110252,12184,10085,17255,33627,29961,19324,https://images.gr-assets.com/books/1320449653m/5899779.jpg,https://images.gr-assets.com/books/1320449653s/5899779.jpg
1040,15790837,15790837,21512389,32,316154695,9780316154700.0,David Sedaris,2013.0,Lets Explore Diabetes with Owls,Let's Explore Diabetes with Owls,eng,3.8,81616,90335,7959,1942,5571,23634,36656,22532,https://images.gr-assets.com/books/1359704028m/15790837.jpg,https://images.gr-assets.com/books/1359704028s/15790837.jpg
1042,365,365,1042123,83,671746723,9780671746730.0,Douglas Adams,1987.0,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),en-US,3.97,89569,96230,2408,993,4735,22168,36270,32064,https://images.gr-assets.com/books/1404697381m/365.jpg,https://images.gr-assets.com/books/1404697381s/365.jpg
1043,1809465,1809465,3025815,96,810994739,9780810994740.0,Jeff Kinney,2008.0,Rodrick Rules,"Rodrick Rules (Diary of a Wimpy Kid, #2)",en-US,4.1,91831,98543,5808,1976,5231,18709,27995,44632,https://images.gr-assets.com/books/1360095964m/1809465.jpg,https://images.gr-assets.com/books/1360095964s/1809465.jpg
1044,22716447,30268522,41897766,18,804138141,9780804138150.0,Mindy Kaling,2015.0,Why Not Me?,Why Not Me?,eng,3.89,74199,106929,7736,2037,5274,25842,42829,30947,https://images.gr-assets.com/books/1442548684m/22716447.jpg,https://images.gr-assets.com/books/1442548684s/22716447.jpg
1046,23453112,23453112,43014915,39,1594206279,9781594206280.0,"Aziz Ansari, Eric Klinenberg",2015.0,Modern Romance,Modern Romance,eng,3.85,94231,105957,10334,1640,4958,26742,46453,26164,https://images.gr-assets.com/books/1432335014m/23453112.jpg,https://images.gr-assets.com/books/1432335014s/23453112.jpg
1056,535441,535441,818,49,1400049628,9781400049620.0,Max Brooks,2004.0,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead,eng,3.86,82535,86837,3545,1709,6009,22592,28960,27567,https://images.gr-assets.com/books/1320562270m/535441.jpg,https://images.gr-assets.com/books/1320562270s/535441.jpg
1063,9419,9419,2992357,84,440241898,9780440241900.0,Sophie Kinsella,2002.0,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)",eng,3.77,88139,93578,2306,1441,6585,28580,32779,24193,https://images.gr-assets.com/books/1371383294m/9419.jpg,https://images.gr-assets.com/books/1371383294s/9419.jpg
1067,6422,6422,2322486,59,312966970,9780312966970.0,Janet Evanovich,1998.0,Four to Score ,"Four to Score (Stephanie Plum, #4)",en-US,4.17,106871,111633,2527,286,1886,20825,44410,44226,https://images.gr-assets.com/books/1311983211m/6422.jpg,https://images.gr-assets.com/books/1311983211s/6422.jpg
1074,4982,4982,905970,102,1857988841,9781857988840.0,Kurt Vonnegut Jr.,1959.0,The Sirens of Titan,The Sirens of Titan,en-GB,4.16,72493,83867,3241,552,2636,14460,31577,34642,https://images.gr-assets.com/books/1419363185m/4982.jpg,https://images.gr-assets.com/books/1419363185s/4982.jpg
1085,105576,105576,101768,20,8129104598,9788129104600.0,Chetan Bhagat,2004.0,Five Point Someone: What Not to Do at IIT,Five Point Someone,en-GB,3.43,67438,69052,1786,3290,8985,22960,22478,11339,https://images.gr-assets.com/books/1298571209m/105576.jpg,https://images.gr-assets.com/books/1298571209s/105576.jpg
1087,19057,19057,2737065,79,375836675,9780375836670.0,Markus Zusak,2002.0,The Messenger,I Am the Messenger,en-US,4.09,93119,104510,11483,1448,4626,18714,38345,41377,https://images.gr-assets.com/books/1398483261m/19057.jpg,https://images.gr-assets.com/books/1398483261s/19057.jpg
1089,34507,34507,583611,115,60855908,9780060855900.0,Terry Pratchett,1987.0,Equal Rites,"Equal Rites (Discworld, #3; Witches #1)",eng,4.0,88673,102658,2624,668,3631,24344,40902,33113,https://images.gr-assets.com/books/1407706800m/34507.jpg,https://images.gr-assets.com/books/1407706800s/34507.jpg
1096,706,706,1589081,20,713998946,9780713998950.0,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction,eng,4.02,74511,79555,1378,1072,3011,16474,31432,27566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1102,32370,32370,1825967,40,312423799,9780312423800.0,Augusten Burroughs,2003.0,Dry: A Memoir,Dry,eng,4.01,70550,73886,3148,728,3150,16092,28576,25340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1107,80536,80536,3111329,50,1416528636,9781416528630.0,Jennifer Weiner,2004.0,Little Earthquakes,Little Earthquakes,,3.76,77592,80501,2425,1236,5211,24377,30316,19361,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1110,24445517,24445517,24878180,41,,,Colleen Hoover,2014.0,Maybe Someday,"Maybe Someday (Maybe, #1)",eng,4.33,81707,121054,14224,1719,3961,14342,33965,67067,https://images.gr-assets.com/books/1421002815m/24445517.jpg,https://images.gr-assets.com/books/1421002815s/24445517.jpg
1111,31101,31101,1581343,41,767905202,9780767905210.0,Jane Green,1999.0,Mr Maybe,Mr. Maybe,eng,3.41,78132,79157,877,7879,8357,23883,21770,17268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1125,6969361,6969361,7208552,21,8129115301,9788129115300.0,Chetan Bhagat,2009.0,Two States,2 States: The Story of My Marriage,eng,3.42,67866,69282,2421,3590,9682,22345,21176,12489,https://images.gr-assets.com/books/1255292027m/6969361.jpg,https://images.gr-assets.com/books/1255292027s/6969361.jpg
1137,227865,227865,1333018,119,141321318,9780141321320.0,Eoin Colfer,2003.0,The Eternity Code,"The Eternity Code (Artemis Fowl, #3)",eng,4.04,94437,102207,1900,1169,3601,21954,38901,36582,https://images.gr-assets.com/books/1327945417m/227865.jpg,https://images.gr-assets.com/books/1327945417s/227865.jpg
1140,5287473,5287473,5354884,53,1423121309,9781423121300.0,Rachel Hawkins,2010.0,Hex Hall,"Hex Hall (Hex Hall, #1)",eng,3.96,109881,114594,7766,2764,6358,24747,39195,41530,https://images.gr-assets.com/books/1368393885m/5287473.jpg,https://images.gr-assets.com/books/1368393885s/5287473.jpg
1143,16102004,16102004,21912533,47,1476730105,9781476730100.0,Christina Lauren,2013.0,Beautiful Bastard,"Beautiful Bastard (Beautiful Bastard, #1)",eng,4.05,111668,119301,7381,3634,6573,20642,37561,50891,https://images.gr-assets.com/books/1362258921m/16102004.jpg,https://images.gr-assets.com/books/1362258921s/16102004.jpg
1148,12391521,12391521,14262366,47,1594485755,9781594485760.0,Jon Ronson,2011.0,The Psychopath Test,The Psychopath Test: A Journey Through the Madness Industry,eng,3.91,44097,86096,5455,1746,4168,19334,35362,25486,https://images.gr-assets.com/books/1364166270m/12391521.jpg,https://images.gr-assets.com/books/1364166270s/12391521.jpg
1151,6858,6858,1268422,51,312976275,9780312976280.0,Janet Evanovich,2000.0,Hot Six,"Hot Six (Stephanie Plum, #6)",eng,4.18,99329,103204,2085,261,1761,18757,40597,41828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1153,33456,33456,3258721,38,60590270,9780060590280.0,Christopher Moore,2006.0,A Dirty Job,"A Dirty Job (Grim Reaper, #1)",en-US,4.08,78523,84684,5640,1310,3297,15234,32020,32823,https://images.gr-assets.com/books/1331323415m/33456.jpg,https://images.gr-assets.com/books/1331323415s/33456.jpg
1155,334123,334123,1121748,99,078681859X,9780786818590.0,Jonathan Stroud,2003.0,The Amulet of Samarkand,"The Amulet of Samarkand (Bartimaeus, #1)",en-US,3.99,86062,95452,4093,2045,5255,19001,34201,34950,https://images.gr-assets.com/books/1327877926m/334123.jpg,https://images.gr-assets.com/books/1327877926s/334123.jpg
1156,611298,611298,2884260,28,446580503,9780446580500.0,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007.0,I Am America (And So Can You!),I Am America (And So Can You!),en-US,3.91,71023,72740,3328,1209,4029,17615,27295,22592,https://images.gr-assets.com/books/1435873807m/611298.jpg,https://images.gr-assets.com/books/1435873807s/611298.jpg
1162,11230081,11230081,16156051,32,446585025,9780446585030.0,Ellen DeGeneres,2011.0,Seriously...I'm Kidding,Seriously... I'm Kidding,en-US,3.72,74358,79686,5874,2961,8032,21234,23345,24114,https://images.gr-assets.com/books/1441195131m/11230081.jpg,https://images.gr-assets.com/books/1441195131s/11230081.jpg
1163,65119,65119,1209957,83,439272637,9780439272640.0,"Lemony Snicket, Brett Helquist",2000.0,The Miserable Mill,"The Miserable Mill (A Series of Unfortunate Events, #4)",en-US,3.83,101325,109009,2962,1298,7142,31785,37268,31516,https://images.gr-assets.com/books/1352146209m/65119.jpg,https://images.gr-assets.com/books/1352146209s/65119.jpg
1165,17314430,17314430,23981243,42,,2940016231920.0,"J. Lynn, Jennifer L. Armentrout",2013.0,Wait for You,"Wait for You (Wait for You, #1)",eng,4.19,106236,115224,7550,1772,3824,16957,40784,51887,https://images.gr-assets.com/books/1363819713m/17314430.jpg,https://images.gr-assets.com/books/1363819713s/17314430.jpg
1166,3293821,3293821,3330329,81,810970686,9780810970690.0,Jeff Kinney,2009.0,The Last Straw,"The Last Straw (Diary of a Wimpy Kid, #3)",eng,4.11,82518,87023,4142,1705,4602,16436,23834,40446,https://images.gr-assets.com/books/1350396036m/3293821.jpg,https://images.gr-assets.com/books/1350396036s/3293821.jpg
1168,48757,48757,55188,67,1405204265,9781405204260.0,"Benjamin Hoff, Ernest H. Shepard",1982.0,The Tao of Pooh,The Tao of Pooh,eng,4.01,69975,77697,3027,1341,3865,16342,27011,29138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1169,13047090,13047090,18211575,44,1620610116,9781620610110.0,Jennifer L. Armentrout,2012.0,Onyx,"Onyx (Lux, #2)",eng,4.33,111448,119355,9018,1174,3166,14340,36807,63868,https://images.gr-assets.com/books/1329408511m/13047090.jpg,https://images.gr-assets.com/books/1329408511s/13047090.jpg
1172,114954,114954,1537541,100,,9781423104000.0,Eoin Colfer,2005.0,The Opal Deception,"The Opal Deception  (Artemis Fowl, #4)",eng,4.04,95638,101315,1592,1019,3646,21890,38429,36331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1181,6423,6423,1874115,54,330371231,9780330371230.0,Janet Evanovich,1999.0,High Five,"High Five (Stephanie Plum, #5)",eng,4.17,92737,101162,2225,234,1715,18880,40111,40222,https://images.gr-assets.com/books/1270849101m/6423.jpg,https://images.gr-assets.com/books/1270849101s/6423.jpg
1193,439173,439173,1993854,49,689818769,9780689818770.0,"Andrew Clements, Brian Selznick",1996.0,Frindle,Frindle,en-US,3.79,83351,84496,3165,2530,7349,22318,25470,26829,https://images.gr-assets.com/books/1344395824m/439173.jpg,https://images.gr-assets.com/books/1344395824s/439173.jpg
1194,6578293,6578293,6771716,84,810983915,9780810983920.0,Jeff Kinney,2009.0,Dog Days,"Dog Days (Diary of a Wimpy Kid, #4)",en-US,4.14,78592,82986,4248,1691,4157,14900,22681,39557,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1209,13486122,13486122,19022487,50,1937044963,9781937044960.0,Jennifer Probst,2012.0,The Marriage Bargain,"The Marriage Bargain (Marriage to a Billionaire, #1)",eng,3.81,91630,97589,3917,2260,6830,25972,34389,28138,https://images.gr-assets.com/books/1329319988m/13486122.jpg,https://images.gr-assets.com/books/1329319988s/13486122.jpg
1225,131123,131123,1165972,75,64408639,9780064408640.0,"Lemony Snicket, Brett Helquist",2000.0,The Austere Academy,"The Austere Academy (A Series of Unfortunate Events, #5)",eng,3.97,99311,103396,2680,1005,4992,25048,37595,34756,https://images.gr-assets.com/books/1320706187m/131123.jpg,https://images.gr-assets.com/books/1320706187s/131123.jpg
1226,6424,6424,3207062,70,312980140,9780312980150.0,Janet Evanovich,2001.0,Seven Up,"Seven Up (Stephanie Plum, #7)",en-US,4.15,94506,98706,1833,243,1819,19146,38698,38800,https://images.gr-assets.com/books/1311720512m/6424.jpg,https://images.gr-assets.com/books/1311720512s/6424.jpg
1232,6425,6425,1616132,57,312983867,9780312983860.0,"Janet Evanovich, Lorelei King",2002.0,Hard Eight,"Hard Eight (Stephanie Plum, #8)",en-US,4.17,93057,97450,1871,252,1930,18305,37742,39221,https://images.gr-assets.com/books/1479699438m/6425.jpg,https://images.gr-assets.com/books/1479699438s/6425.jpg
1233,150037,150037,324576,62,60566221,9780060566230.0,"Lemony Snicket, Brett Helquist",2001.0,The Vile Village,"The Vile Village (A Series of Unfortunate Events, #7)",eng,3.94,89733,95791,1935,1165,4930,24324,33902,31470,https://images.gr-assets.com/books/1352066958m/150037.jpg,https://images.gr-assets.com/books/1352066958s/150037.jpg
1254,887877,887877,856785,48,553804685,9780553804680.0,Scott Lynch,2007.0,Red Seas Under Red Skies,"Red Seas Under Red Skies (Gentleman Bastard, #2)",eng,4.23,68255,78603,3979,432,1714,10685,31914,33858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1257,1421990,1421990,1412415,56,61245089,9780061245080.0,Jeaniene Frost,2007.0,Halfway to the Grave,"Halfway to the Grave (Night Huntress, #1)",eng,4.18,106608,113610,6298,2461,4690,16805,35199,54455,https://images.gr-assets.com/books/1373855613m/1421990.jpg,https://images.gr-assets.com/books/1373855613s/1421990.jpg
1267,40331,40331,826485,45,747267634,9780747267640.0,Janet Evanovich,2003.0,To the Nines,"To the Nines (Stephanie Plum, #9)",eng,4.16,86963,93412,1786,247,1811,17809,36430,37115,https://images.gr-assets.com/books/1169433446m/40331.jpg,https://images.gr-assets.com/books/1169433446s/40331.jpg
1272,8600,8600,854886,38,1592402038,9781592402040.0,Lynne Truss,2003.0,"Eats, Shoots and Leaves","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",en-US,3.86,79117,84132,4230,1519,5028,21237,32009,24339,https://images.gr-assets.com/books/1473392595m/8600.jpg,https://images.gr-assets.com/books/1473392595s/8600.jpg
1279,13083,13083,817164,59,440421705,9780440421700.0,Carl Hiaasen,2002.0,Hoot,Hoot,eng,3.81,75275,82386,3953,1487,5482,23106,29621,22690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1287,147732,147732,142568,19,395401461,9780395401460.0,"Harry Allard, James  Marshall",1977.0,Miss Nelson Is Missing!,"Miss Nelson Is Missing! (Miss Nelson, #1)",eng,4.26,77206,77473,1048,840,2512,12582,21038,40501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1289,172327,172327,1168344,66,60566213,9780060566210.0,"Lemony Snicket, Brett Helquist",2001.0,The Ersatz Elevator,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",eng,4.01,90071,96706,2322,890,4245,22224,35182,34165,https://images.gr-assets.com/books/1352066916m/172327.jpg,https://images.gr-assets.com/books/1352066916s/172327.jpg
1293,83369,83369,80497,44,316057770,9780316057780.0,"Trenton Lee Stewart, Carson Ellis",2007.0,The Mysterious Benedict Society,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US,4.14,87335,93495,8420,1236,3820,16158,32050,40231,https://images.gr-assets.com/books/1342715444m/83369.jpg,https://images.gr-assets.com/books/1342715444s/83369.jpg
1298,59263,59263,57689,80,786836547,9780786836540.0,Jonathan Stroud,2004.0,The Golem's Eye,"The Golem's Eye (Bartimaeus, #2)",en-US,4.09,69058,74577,1656,1500,2678,13194,27306,29899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1299,9566,9566,1105809,40,184243022X,9781842430220.0,Tom Robbins,1980.0,Still Life with Woodpecker,Still Life with Woodpecker,eng,4.04,56802,61511,2462,960,2789,11834,23239,22689,https://images.gr-assets.com/books/1308749778m/9566.jpg,https://images.gr-assets.com/books/1308749778s/9566.jpg
1304,99383,99383,227172,40,451459873,9780451459880.0,Jim Butcher,2004.0,Blood Rites,"Blood Rites (The Dresden Files, #6)",eng,4.33,79627,86375,2307,133,765,10036,34916,40525,https://images.gr-assets.com/books/1345557965m/99383.jpg,https://images.gr-assets.com/books/1345557965s/99383.jpg
1307,10600242,10600242,15507935,56,91940737,9780091940740.0,Caitlin Moran,2011.0,How to Be a Woman,How to Be a Woman,eng,3.73,70446,79028,7362,3890,7041,18498,26706,22893,https://images.gr-assets.com/books/1405909800m/10600242.jpg,https://images.gr-assets.com/books/1405909800s/10600242.jpg
1318,51504,51504,823130,131,876850867,9780876850860.0,Charles Bukowski,1971.0,Post Office,Post Office,en-US,4.01,59295,68408,2766,790,2908,13689,28738,22283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1321,1237398,1237398,361124,46,1569319014,9781569319020.0,"Eiichirō Oda, Andy Nakatani",1997.0,"One Piece, Volume 01","One Piece, Volume 01: Romance Dawn (One Piece, #1)",eng,4.42,67047,67703,776,1561,2018,6936,13269,43919,https://images.gr-assets.com/books/1318523719m/1237398.jpg,https://images.gr-assets.com/books/1318523719s/1237398.jpg
1331,11192642,11192642,16117490,51,1617750255,9781617750250.0,"Adam Mansbach, Ricardo Cortés",2011.0,Go the Fuck to Sleep,Go the Fuck to Sleep,eng,4.26,71816,74744,3235,1546,2636,10551,20458,39553,https://images.gr-assets.com/books/1342861907m/11192642.jpg,https://images.gr-assets.com/books/1342861907s/11192642.jpg
1332,360,569429,2842984,107,345418778,9780345418780.0,Douglas Adams,1992.0,Mostly Harmless,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",en-US,3.96,72426,83424,1788,856,4729,20017,28884,28938,https://images.gr-assets.com/books/1320725132m/360.jpg,https://images.gr-assets.com/books/1320725132s/360.jpg
1337,64222,64222,1636617,65,60502932,9780060502940.0,Terry Pratchett,2004.0,Going Postal,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",eng,4.36,75186,82064,2276,346,1093,9312,29258,42055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1342,47989,47989,1712283,62,055215430X,9780552154310.0,Terry Pratchett,2002.0,Night Watch,"Night Watch (Discworld, #29; City Watch, #6)",eng,4.47,71271,79117,1670,232,724,7113,24480,46568,https://images.gr-assets.com/books/1320518310m/47989.jpg,https://images.gr-assets.com/books/1320518310s/47989.jpg
1343,34506,34506,592532,117,61020702,9780061020700.0,Terry Pratchett,1986.0,The Light Fantastic,"The Light Fantastic (Discworld, #2; Rincewind #2)",en-US,3.94,75196,88768,2395,344,3897,22419,36096,26012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1348,7779,7779,933973,37,679800034,9780679800030.0,Dr. Seuss,1954.0,Horton Hears a Who!,Horton Hears a Who!,eng,4.16,80883,83229,1122,1149,3284,15440,24307,39049,https://images.gr-assets.com/books/1327924655m/7779.jpg,https://images.gr-assets.com/books/1327924655s/7779.jpg
1359,12893742,12893742,16416771,60,1423140575,9781423140570.0,Rick Riordan,2012.0,The Serpent's Shadow,"The Serpent's Shadow (Kane Chronicles, #3)",eng,4.28,82757,89532,4324,483,2042,13098,29853,44056,https://images.gr-assets.com/books/1366227982m/12893742.jpg,https://images.gr-assets.com/books/1366227982s/12893742.jpg
1368,34484,34484,1636629,81,552152978,9780552152980.0,Terry Pratchett,1992.0,Small Gods,"Small Gods (Discworld, #13)",en-GB,4.27,72588,81526,1978,310,1670,12118,28674,38754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1375,12700353,12700353,17831620,75,1419701762,9781419701760.0,Jesse Andrews,2012.0,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,en-US,3.58,82270,93511,11471,4497,10268,26506,31103,21137,https://images.gr-assets.com/books/1337216932m/12700353.jpg,https://images.gr-assets.com/books/1337216932s/12700353.jpg
1376,7823678,7823678,10867827,71,810984911,9780810984910.0,Jeff Kinney,2010.0,The Ugly Truth,"The Ugly Truth (Diary of a Wimpy Kid, #5)",en-US,4.16,68701,72534,3395,1450,3520,12626,19330,35608,https://images.gr-assets.com/books/1332046095m/7823678.jpg,https://images.gr-assets.com/books/1332046095s/7823678.jpg
1377,147074,147074,40008,2,312990227,9780312990220.0,Janet Evanovich,2002.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)","Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",,4.34,63691,63694,39,641,1359,8614,17894,35186,https://images.gr-assets.com/books/1317792858m/147074.jpg,https://images.gr-assets.com/books/1317792858s/147074.jpg
1381,27003,27003,3436605,4,142001805,9780142001810.0,Jasper Fforde,2001.0,The Eyre Affair,"The Eyre Affair (Thursday Next, #1)",en-US,3.92,85683,94631,8521,2396,5923,20322,34636,31354,https://images.gr-assets.com/books/1445540555m/27003.jpg,https://images.gr-assets.com/books/1445540555s/27003.jpg
1383,15779,15779,1215581,34,747571775,9780747571770.0,"Louis Sachar, Adam McCauley",1978.0,,Sideways Stories from Wayside School (Wayside School #1),eng,4.14,74121,78027,1973,1258,3088,14298,24342,35041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1390,11003,11003,811763,48,312985347,9780312985350.0,Janet Evanovich,2005.0,Eleven on Top,"Eleven on Top (Stephanie Plum, #11)",en-US,4.15,84363,88853,1747,274,1975,17144,34202,35258,https://images.gr-assets.com/books/1166394806m/11003.jpg,https://images.gr-assets.com/books/1166394806s/11003.jpg
1392,599,599,929649,16,743236017,9780743236010.0,Chuck Klosterman,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75,56548,57867,3344,1756,4741,14755,21605,15010,https://images.gr-assets.com/books/1380742001m/599.jpg,https://images.gr-assets.com/books/1380742001s/599.jpg
1397,37586,37586,1866210,79,786849568,9780786849570.0,Eoin Colfer,2006.0,The Lost Colony,"The Lost Colony (Artemis Fowl, #5)",en-US,4.01,103844,108016,1569,2469,4725,22169,38160,40493,https://images.gr-assets.com/books/1360177158m/37586.jpg,https://images.gr-assets.com/books/1360177158s/37586.jpg
1402,407429,407429,1814587,13,067084487X,9780670844880.0,"Jon Scieszka, Lane Smith",1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,4.2,78487,79128,1894,1304,3111,13104,22685,38924,https://images.gr-assets.com/books/1488588399m/407429.jpg,https://images.gr-assets.com/books/1488588399s/407429.jpg
1416,8709523,8709523,13582370,35,1595143181,9781595143180.0,Richelle Mead,2012.0,The Golden Lily,"The Golden Lily (Bloodlines, #2)",en-US,4.36,86929,91787,6026,688,1779,10687,29356,49277,https://images.gr-assets.com/books/1360599818m/8709523.jpg,https://images.gr-assets.com/books/1360599818s/8709523.jpg
1421,10073,10073,2961964,89,1594481938,9781594481930.0,Nick Hornby,2005.0,A Long Way Down,A Long Way Down,eng,3.41,59843,67676,4553,2135,8570,25521,22277,9173,https://images.gr-assets.com/books/1467861525m/10073.jpg,https://images.gr-assets.com/books/1467861525s/10073.jpg
1422,106134,106134,2218243,35,439706408,9780439706410.0,"Jeff Smith, Steve Hamaker",1993.0,Out from Boneville,"Out from Boneville (Bone, #1)",eng,4.16,62330,63076,1725,1652,2967,10427,16827,31203,https://images.gr-assets.com/books/1327921261m/106134.jpg,https://images.gr-assets.com/books/1327921261s/106134.jpg
1428,11254250,11254250,16180881,77,1419702238,9781419702240.0,Jeff Kinney,2010.0,Cabin Fever,"Cabin Fever (Diary of a Wimpy Kid, #6)",eng,4.21,63347,67998,3340,1409,3029,10671,17456,35433,https://images.gr-assets.com/books/1350396037m/11254250.jpg,https://images.gr-assets.com/books/1350396037s/11254250.jpg
1430,29547,29547,1017538,85,1416543007,9781416543010.0,Lauren Weisberger,2005.0,Everyone Worth Knowing,Everyone Worth Knowing,en-US,3.39,59932,62880,1936,2679,9025,22634,17978,10564,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1436,9417,9417,2992356,89,044024191X,9780440241910.0,Sophie Kinsella,2004.0,Shopaholic and Sister,"Shopaholic and Sister (Shopaholic, #4)",eng,3.64,69007,73740,2064,1277,6964,25200,23997,16302,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1442,21844019,23492671,41326408,60,1922182109,9781922182100.0,Graeme Simsion,2014.0,The Rosie Effect,"The Rosie Effect (Don Tillman, #2)",eng,3.56,27308,69847,8270,1191,6636,25126,25659,11235,https://images.gr-assets.com/books/1426407990m/21844019.jpg,https://images.gr-assets.com/books/1426407990s/21844019.jpg
